policy_year,count,revenue,industry,state,employees,average_employee_age,multinational,risk_score
2016,0,965343,Manufacturing,GA,62,27,0,NA
2015,0,386203,General Commercial,FL,123,28,0,4
2016,0,832328,General Commercial,PA,52,16,0,NA
2019,0,511245,General Commercial,TX,68,56,0,3
2019,0,1180799,Financial Services,NC,209,21,0,NA
2020,1,1911083,General Commercial,CA,513,16,0,NA
2017,0,708091,Financial Services,NY,165,26,0,NA
2023,0,4102280,General Commercial,CA,213,61,1,NA
2018,1,2485757,Oil/Gas,TX,449,20,0,4
2018,0,475383,General Commercial,FL,72,60,0,3
2021,0,625089,Financial Services,OH,15,16,0,4
2014,0,941434,General Commercial,NJ,82,17,0,4
2018,0,2721507,General Commercial,AZ,111,50,1,2
2019,0,3918599,General Commercial,WA,729,25,1,NA
2015,0,594980,Manufacturing,WA,67,16,0,NA
2016,0,728316,General Commercial,IL,41,32,0,3
2016,0,1155867,General Commercial,CA,139,20,0,3
2015,1,1644240,Manufacturing,WA,73,58,0,NA
2023,0,1436201,General Commercial,AZ,159,43,0,3
2020,0,254417,General Commercial,MI,34,40,0,3
2019,0,1615790,Financial Services,NJ,564,24,0,4
2022,0,1185980,General Commercial,WA,106,19,0,NA
2024,0,1061342,General Commercial,NC,381,16,0,4
2015,0,308326,Manufacturing,FL,25,21,0,NA
2015,0,1973810,General Commercial,PA,170,16,0,4
2023,0,1529378,Financial Services,NC,284,16,0,2
2014,0,555459,General Commercial,GA,68,25,0,4
2020,0,1793892,Manufacturing,IL,269,49,0,NA
2023,0,1985724,Manufacturing,NJ,285,30,0,NA
2021,0,1823943,General Commercial,GA,454,17,0,5
2021,1,1997192,Manufacturing,MA,159,21,0,1
2020,2,1955121,Manufacturing,PA,28,24,0,3
2022,0,707573,Manufacturing,NY,25,34,0,4
2021,0,587829,General Commercial,VA,59,36,0,NA
2016,0,699237,Oil/Gas,NJ,57,34,0,2
2016,0,760344,Manufacturing,TX,100,29,0,4
2018,0,616063,Oil/Gas,VA,23,45,0,3
2022,0,832312,Manufacturing,CA,78,23,0,2
2018,0,1130316,Manufacturing,NC,77,54,0,4
2020,0,704703,Financial Services,TX,41,16,0,2
2014,0,457539,General Commercial,CA,26,16,0,4
2014,1,4104318,General Commercial,CA,332,35,1,3
2021,0,5450801,General Commercial,OH,644,22,1,4
2024,0,1667377,Financial Services,IL,104,20,0,4
2017,0,1913303,Manufacturing,NY,186,26,0,3
2017,2,1793523,General Commercial,AZ,126,51,0,NA
2016,2,4256022,Financial Services,FL,1291,23,1,2
2013,0,348076,Manufacturing,OH,35,70,0,3
2021,0,751473,General Commercial,VA,22,32,0,4
2020,0,287875,General Commercial,WA,26,24,0,3
2018,0,1048132,General Commercial,MA,46,16,0,4
2017,0,1186023,General Commercial,CA,123,59,0,2
2020,0,434944,Manufacturing,IL,22,30,0,NA
2016,0,676920,Manufacturing,NY,56,25,0,3
2019,0,1626973,General Commercial,CA,260,48,0,5
2018,0,839736,General Commercial,NJ,81,16,0,NA
2015,0,580007,General Commercial,TX,47,16,0,2
2020,0,378737,Manufacturing,TX,68,49,0,1
2016,0,1014096,General Commercial,NY,102,18,0,NA
2018,0,865647,General Commercial,MI,114,25,0,3
2019,0,1697018,General Commercial,MA,98,34,0,NA
2018,0,1615154,General Commercial,WA,246,22,0,1
2019,0,1553365,General Commercial,CA,114,41,0,NA
2018,0,1558145,Financial Services,FL,80,39,0,NA
2021,0,1583730,General Commercial,NY,92,29,0,NA
2016,0,1861834,Manufacturing,PA,455,19,0,4
2020,0,580707,General Commercial,NY,93,36,0,NA
2018,1,1617862,General Commercial,OH,133,21,0,3
2016,0,979228,General Commercial,FL,75,38,0,4
2015,1,442795,Oil/Gas,CA,48,42,0,NA
2017,0,1037378,General Commercial,CA,64,20,0,NA
2014,0,1080722,General Commercial,NC,280,19,0,NA
2014,0,884431,General Commercial,MI,71,46,0,3
2014,1,1175833,General Commercial,CA,106,16,0,3
2021,0,1072591,Oil/Gas,TX,98,41,0,NA
2021,0,717737,Manufacturing,NC,91,19,0,2
2014,0,1412821,General Commercial,FL,239,24,0,2
2017,0,2036962,Manufacturing,PA,199,43,0,NA
2015,0,516149,General Commercial,OH,16,25,0,NA
2021,0,252208,General Commercial,FL,37,19,0,4
2016,0,2301499,General Commercial,FL,287,58,0,4
2022,0,630910,General Commercial,NY,65,30,0,NA
2018,0,604251,General Commercial,MI,150,16,0,4
2023,0,345228,General Commercial,OH,668,26,0,NA
2023,0,349364,General Commercial,WA,31,28,0,4
2017,0,1618885,General Commercial,AZ,670,40,0,4
2018,0,483545,Financial Services,MI,28,16,0,4
2015,0,3742500,General Commercial,TX,364,53,1,2
2016,1,2644205,General Commercial,NY,146,72,1,4
2015,0,2633304,General Commercial,NC,103,49,1,4
2014,1,1865777,Financial Services,CA,329,51,0,3
2023,0,1090562,Manufacturing,CA,187,23,0,1
2019,0,2131325,General Commercial,WA,222,19,0,3
2017,0,1389920,General Commercial,IL,78,46,0,2
2020,1,4902328,General Commercial,CA,331,45,1,NA
2020,0,879411,Financial Services,IL,66,45,0,3
2023,0,646871,Manufacturing,FL,267,27,0,NA
2016,0,1076695,Manufacturing,TX,124,31,0,2
2015,1,2738696,General Commercial,CA,145,28,1,2
2013,0,1160299,Financial Services,FL,50,34,0,NA
2015,0,1103418,Manufacturing,PA,219,16,0,NA
2024,0,1376735,Oil/Gas,TX,63,16,0,NA
2013,0,355457,Oil/Gas,CA,84,16,0,NA
2022,0,1602913,Financial Services,VA,246,36,0,4
2022,0,154272,Manufacturing,OH,21,18,0,4
2018,3,2749015,General Commercial,MA,379,25,1,3
2019,0,1264604,General Commercial,FL,228,16,0,NA
2022,0,512723,Manufacturing,NC,31,16,0,3
2022,0,551515,Manufacturing,PA,39,16,0,3
2024,0,1217680,Financial Services,VA,81,19,0,2
2015,0,827677,Manufacturing,MI,67,22,0,4
2023,0,858239,Manufacturing,IL,56,25,0,NA
2019,1,1442181,Financial Services,MI,524,52,0,3
2020,0,1353603,General Commercial,CA,101,29,0,4
2017,0,984919,General Commercial,NY,178,18,0,NA
2017,0,739380,Oil/Gas,CA,119,79,0,NA
2021,0,467230,Manufacturing,MA,87,58,0,2
2023,0,3849861,Financial Services,NY,523,20,1,NA
2016,0,1360896,Oil/Gas,IL,182,23,0,2
2023,0,1332310,Financial Services,CA,57,53,0,4
2014,1,1416045,Manufacturing,CA,874,34,0,NA
2015,0,2608000,General Commercial,NY,781,30,1,3
2020,0,5380216,Financial Services,FL,1127,18,1,2
2023,0,2615975,Manufacturing,MA,403,35,1,3
2021,0,691747,General Commercial,FL,34,20,0,NA
2023,0,539054,Manufacturing,VA,17,16,0,NA
2016,0,1561336,General Commercial,NY,165,23,0,2
2017,0,2105461,Manufacturing,NC,157,16,0,2
2015,0,459548,General Commercial,CA,128,32,0,3
2019,0,3473956,Manufacturing,WA,296,16,1,NA
2023,1,943869,Manufacturing,MI,183,54,0,NA
2016,0,640708,General Commercial,PA,99,16,0,4
2022,0,498618,General Commercial,WA,74,16,0,NA
2018,0,376648,Financial Services,FL,61,29,0,NA
2019,0,972144,Financial Services,TX,34,42,0,4
2018,0,1359995,Manufacturing,PA,232,27,0,3
2016,0,244456,Financial Services,FL,19,26,0,3
2017,0,1591013,General Commercial,GA,159,16,0,1
2013,0,1487100,General Commercial,OH,209,50,0,4
2013,1,4010114,General Commercial,NC,186,113,1,4
2023,0,1922463,Financial Services,NC,203,16,0,3
2024,0,1099572,Manufacturing,IL,77,18,0,NA
2018,0,620990,General Commercial,NJ,28,29,0,NA
2022,0,1111642,General Commercial,CA,141,73,0,5
2022,0,1132252,Financial Services,VA,89,18,0,NA
2019,0,555168,General Commercial,OH,43,30,0,1
2019,0,804525,General Commercial,PA,118,39,0,5
2013,0,1517320,Oil/Gas,TX,321,32,0,3
2019,1,1584141,Manufacturing,OH,128,21,0,NA
2016,0,872956,Manufacturing,NJ,207,43,0,2
2017,0,1086245,Financial Services,TX,80,65,0,NA
2015,0,2715496,General Commercial,FL,185,17,1,NA
2023,0,353214,Manufacturing,NY,50,23,0,NA
2021,0,625213,General Commercial,CA,40,42,0,3
2018,0,773671,General Commercial,IL,35,28,0,4
2020,0,670410,General Commercial,NJ,147,28,0,3
2022,0,224288,General Commercial,PA,81,26,0,NA
2018,1,2232915,General Commercial,CA,231,35,0,2
2022,0,457628,General Commercial,AZ,51,24,0,4
2013,0,677296,General Commercial,CA,32,38,0,3
2014,0,1001296,Financial Services,TX,108,16,0,NA
2015,1,3139225,General Commercial,CA,631,29,1,3
2016,0,274170,Manufacturing,CA,28,48,0,4
2019,0,584076,Manufacturing,CA,106,31,0,3
2024,0,2217273,General Commercial,PA,369,19,0,NA
2023,0,2076281,Manufacturing,CA,263,37,0,3
2015,0,621278,General Commercial,NC,53,22,0,NA
2021,0,387726,General Commercial,CA,54,19,0,NA
2015,0,3546172,General Commercial,PA,148,23,1,3
2016,0,712954,General Commercial,FL,52,29,0,3
2024,0,5578736,Manufacturing,CA,374,18,1,2
2014,0,1604403,Manufacturing,NY,66,22,0,2
2023,0,2006297,Manufacturing,AZ,170,28,0,2
2019,0,694184,General Commercial,PA,259,41,0,NA
2018,0,806523,Manufacturing,AZ,43,31,0,4
2017,0,1167203,General Commercial,FL,138,27,0,NA
2021,0,1071340,Manufacturing,OH,315,27,0,2
2021,0,391067,Oil/Gas,NC,54,16,0,NA
2014,2,2831873,Manufacturing,MA,716,39,1,NA
2018,0,3296971,General Commercial,TX,790,18,1,3
2022,0,164087,General Commercial,CA,37,50,0,3
2018,0,3200205,General Commercial,TX,293,49,1,NA
2021,0,1191779,General Commercial,TX,98,49,0,NA
2022,0,151561,Oil/Gas,MA,25,37,0,NA
2021,0,906751,General Commercial,OH,249,21,0,5
2018,0,1315747,Oil/Gas,CA,160,18,0,NA
2013,0,650243,Manufacturing,OH,30,25,0,3
2022,0,3831354,General Commercial,PA,321,35,1,1
2014,0,560637,Manufacturing,MI,159,27,0,5
2014,0,641730,General Commercial,IL,98,38,0,3
2021,0,1558340,General Commercial,NY,320,19,0,NA
2018,0,2377166,General Commercial,IL,315,16,0,NA
2020,0,2425590,Manufacturing,CA,275,45,0,3
2019,0,3099862,Financial Services,TX,1901,26,1,NA
2022,0,865972,Manufacturing,CA,87,22,0,2
2016,0,643556,Manufacturing,FL,510,16,0,NA
2021,0,952490,General Commercial,OH,391,22,0,2
2017,1,3631682,Manufacturing,FL,453,16,1,3
2021,1,1342470,Manufacturing,NJ,145,36,0,4
2016,0,2103119,Manufacturing,FL,261,137,0,3
2022,0,705271,General Commercial,IL,20,56,0,NA
2014,0,1676034,General Commercial,TX,114,28,0,2
2018,0,1752252,Manufacturing,FL,211,22,0,2
2015,0,2290502,Financial Services,OH,232,16,0,NA
2020,0,303267,Financial Services,PA,34,32,0,NA
2021,0,1197300,General Commercial,WA,46,25,0,4
2023,0,784644,Manufacturing,IL,287,16,0,NA
2019,0,2010739,General Commercial,PA,540,18,0,4
2019,0,1444075,General Commercial,CA,640,46,0,NA
2019,1,5793566,General Commercial,CA,1762,56,1,4
2014,0,548896,General Commercial,CA,25,18,0,1
2022,0,4396725,Manufacturing,VA,436,26,1,NA
2023,0,3203524,General Commercial,NC,446,34,1,NA
2021,0,1690753,Manufacturing,WA,252,19,0,2
2017,0,692650,General Commercial,CA,55,18,0,NA
2024,0,1396683,Financial Services,PA,66,22,0,2
2017,0,712272,General Commercial,MI,197,39,0,1
2021,0,2026215,General Commercial,TX,337,56,0,3
2020,0,404457,General Commercial,NY,32,20,0,4
2021,0,2440059,General Commercial,TX,184,23,0,2
2023,0,1032213,General Commercial,MA,25,18,0,3
2020,0,5641936,Financial Services,OH,484,19,1,4
2021,0,1721549,General Commercial,OH,212,22,0,NA
2017,0,518067,General Commercial,CA,124,33,0,NA
2022,0,572499,General Commercial,TX,91,29,0,2
2015,0,730457,Financial Services,IL,112,40,0,3
2015,0,4862689,Financial Services,MA,878,61,1,2
2020,0,1152607,General Commercial,TX,55,45,0,NA
2022,0,976173,Manufacturing,VA,217,47,0,4
2023,0,1674877,General Commercial,NC,106,19,0,NA
2022,0,999258,General Commercial,CA,420,31,0,3
2015,0,582551,General Commercial,VA,20,56,0,4
2021,0,100000,General Commercial,NJ,10,47,0,3
2014,0,254952,General Commercial,NJ,36,40,0,NA
2020,0,419598,General Commercial,CA,104,35,0,NA
2016,0,820827,Manufacturing,CA,68,19,0,NA
2014,0,785052,Oil/Gas,NY,45,28,0,4
2018,0,978907,Financial Services,PA,139,48,0,5
2016,0,934898,General Commercial,TX,34,52,0,NA
2022,0,877444,General Commercial,NY,69,16,0,NA
2016,0,1926052,General Commercial,NY,192,24,0,NA
2015,0,1750138,Financial Services,CA,436,28,0,5
2016,0,1106216,Financial Services,WA,68,16,0,NA
2019,0,3001059,General Commercial,MA,258,32,1,3
2023,0,1454992,General Commercial,VA,165,89,0,NA
2021,0,320884,General Commercial,TX,17,23,0,NA
2022,1,2222326,General Commercial,MI,342,44,0,2
2017,0,1162013,Manufacturing,MA,244,20,0,2
2015,0,350450,Financial Services,CA,93,19,0,2
2023,0,860450,Financial Services,NY,151,42,0,NA
2016,0,1980033,General Commercial,CA,68,40,0,3
2017,0,2061823,Financial Services,TX,403,16,0,2
2016,1,930434,Financial Services,CA,63,16,0,4
2019,1,993742,Financial Services,MA,137,20,0,3
2016,0,1129511,General Commercial,VA,300,50,0,NA
2017,0,724231,General Commercial,IL,60,28,0,NA
2020,0,771533,Manufacturing,NY,18,46,0,5
2013,0,1663543,Manufacturing,WA,246,39,0,3
2019,0,2065160,General Commercial,TX,351,20,0,4
2016,0,1288882,Financial Services,OH,208,28,0,1
2022,0,599733,General Commercial,NC,20,18,0,2
2015,1,2041904,Manufacturing,WA,562,21,0,NA
2023,0,656370,Manufacturing,GA,57,40,0,NA
2018,1,349199,Manufacturing,MA,59,16,0,2
2015,1,677080,Oil/Gas,CA,41,53,0,3
2015,0,1073795,Oil/Gas,MA,108,39,0,3
2014,1,3183268,General Commercial,NC,116,27,1,2
2019,0,1933405,Manufacturing,OH,116,25,0,3
2019,0,921049,Oil/Gas,NY,65,43,0,NA
2016,0,1293874,Manufacturing,NY,71,16,0,NA
2015,0,702464,Manufacturing,VA,72,16,0,3
2024,0,385642,Manufacturing,PA,68,16,0,NA
2023,0,1647490,Financial Services,OH,876,40,0,2
2014,0,2526771,General Commercial,NC,245,40,1,2
2014,0,1824941,Financial Services,NY,107,38,0,NA
2021,0,362192,Manufacturing,TX,41,16,0,1
2019,0,3162996,Manufacturing,FL,373,27,1,NA
2019,0,1452343,General Commercial,CA,90,32,0,NA
2019,0,362650,Manufacturing,NY,19,16,0,NA
2024,0,913632,General Commercial,FL,86,41,0,NA
2014,0,730660,Manufacturing,MI,64,26,0,NA
2015,0,943811,General Commercial,NY,159,29,0,NA
2020,0,1498288,General Commercial,NC,65,16,0,5
2018,0,800329,General Commercial,FL,96,24,0,4
2022,0,1467004,General Commercial,NY,313,32,0,NA
2014,0,3046283,General Commercial,MA,397,16,1,NA
2013,0,1034504,General Commercial,IL,111,24,0,2
2019,0,783430,General Commercial,NC,50,64,0,NA
2017,0,982838,Manufacturing,TX,141,58,0,2
2016,0,1081471,Manufacturing,CA,102,16,0,4
2014,0,1316898,General Commercial,IL,112,22,0,NA
2020,0,2565079,General Commercial,NC,451,55,1,1
2015,0,1038945,General Commercial,NY,416,60,0,3
2022,0,550605,General Commercial,CA,114,24,0,4
2018,1,3151566,Oil/Gas,VA,158,20,1,5
2017,0,790102,General Commercial,NY,38,22,0,5
2018,0,3438372,Oil/Gas,TX,573,16,1,4
2014,0,964380,Financial Services,MA,119,73,0,3
2015,0,120675,Manufacturing,WA,38,23,0,2
2014,0,3513343,General Commercial,OH,185,21,1,2
2018,0,376998,General Commercial,NY,30,22,0,2
2019,0,697867,General Commercial,NC,140,22,0,1
2019,0,942841,General Commercial,IL,94,16,0,NA
2014,0,1698337,General Commercial,IL,134,19,0,3
2021,0,652621,Financial Services,CA,99,34,0,4
2022,0,3135610,General Commercial,CA,395,17,1,NA
2019,1,4087146,Manufacturing,TX,469,43,1,NA
2019,0,1637833,General Commercial,FL,407,32,0,NA
2023,0,1203841,General Commercial,NJ,207,22,0,NA
2020,0,416887,General Commercial,OH,100,17,0,1
2023,0,329270,General Commercial,MA,41,16,0,2
2020,0,1959474,General Commercial,OH,117,22,0,5
2021,0,808956,Manufacturing,IL,71,38,0,NA
2020,0,2031670,Financial Services,TX,71,25,0,5
2021,0,667259,Financial Services,CA,63,56,0,1
2020,1,1389898,Manufacturing,WA,269,59,0,3
2018,0,1199815,Manufacturing,IL,83,18,0,1
2020,0,330860,General Commercial,VA,62,16,0,2
2016,0,1106977,Financial Services,TX,179,39,0,4
2017,0,330189,General Commercial,MI,30,36,0,2
2024,0,4649455,General Commercial,NY,209,22,1,2
2015,0,587623,Manufacturing,IL,74,53,0,3
2024,0,771231,Financial Services,FL,42,33,0,2
2017,0,1530003,Financial Services,NY,222,60,0,2
2019,0,4578192,Financial Services,WA,202,22,1,2
2018,0,384505,General Commercial,WA,15,32,0,3
2016,0,459333,Manufacturing,NC,97,16,0,NA
2014,0,825641,Manufacturing,NY,107,19,0,NA
2017,2,745575,Financial Services,CA,152,16,0,NA
2021,0,2160806,Oil/Gas,FL,836,17,0,NA
2018,0,1111470,General Commercial,TX,75,16,0,3
2016,0,855931,Financial Services,WA,81,29,0,4
2016,0,594647,General Commercial,CA,196,18,0,NA
2019,0,2252551,General Commercial,TX,460,23,0,4
2016,0,416156,Manufacturing,OH,30,23,0,4
2018,0,2427362,General Commercial,CA,189,28,0,2
2018,0,1780767,General Commercial,FL,349,40,0,2
2024,0,1066552,General Commercial,MA,184,55,0,1
2014,1,3945761,Financial Services,AZ,545,24,1,3
2020,0,928617,General Commercial,OH,35,18,0,NA
2017,0,1247831,General Commercial,PA,171,32,0,5
2016,0,519554,Manufacturing,IL,202,35,0,5
2013,0,289988,General Commercial,CA,53,38,0,NA
2014,0,2759443,Financial Services,NC,106,16,1,3
2016,0,446583,Oil/Gas,VA,54,16,0,3
2013,0,2197495,Manufacturing,FL,110,16,0,3
2015,1,959995,Manufacturing,MI,107,52,0,NA
2022,0,3504627,Manufacturing,CA,830,20,1,NA
2021,0,1522530,Oil/Gas,PA,96,30,0,3
2019,0,1639032,General Commercial,FL,111,18,0,NA
2014,0,1175645,General Commercial,TX,48,16,0,NA
2024,0,648483,General Commercial,FL,26,28,0,NA
2021,0,1130820,Manufacturing,MI,39,26,0,NA
2022,0,2524551,General Commercial,MA,155,23,1,2
2014,1,627678,Manufacturing,OH,163,41,0,3
2018,0,1747983,Financial Services,NJ,62,31,0,1
2022,0,636158,General Commercial,AZ,41,25,0,NA
2017,0,453294,General Commercial,PA,37,39,0,1
2023,0,533622,General Commercial,IL,135,29,0,2
2024,0,376686,General Commercial,WA,49,27,0,3
2020,3,3193046,Manufacturing,PA,255,20,1,NA
2017,0,1096423,Manufacturing,CA,176,42,0,5
2017,0,766030,Financial Services,FL,131,16,0,NA
2017,1,1610682,Manufacturing,NY,70,18,0,NA
2014,0,1161394,Financial Services,CA,162,20,0,3
2023,0,1291436,Manufacturing,CA,176,24,0,NA
2014,0,1185198,General Commercial,TX,72,16,0,NA
2019,0,782968,Manufacturing,CA,69,35,0,3
2014,0,624369,General Commercial,TX,62,18,0,3
2014,3,4574117,General Commercial,PA,316,37,1,NA
2017,0,591980,General Commercial,OH,39,28,0,NA
2023,0,170393,General Commercial,TX,10,53,0,NA
2015,1,1502759,General Commercial,CA,297,18,0,4
2022,0,1874357,Manufacturing,MI,98,16,0,4
2022,0,1719488,General Commercial,TX,302,23,0,3
2019,0,391626,Manufacturing,PA,24,20,0,2
2022,0,1586990,General Commercial,CA,111,22,0,NA
2021,0,1614119,Manufacturing,OH,151,16,0,3
2021,0,2561345,General Commercial,NY,284,37,1,2
2020,0,3224989,Manufacturing,TX,354,32,1,3
2014,0,NA,General Commercial,TX,146,33,0,2
2018,0,735308,Manufacturing,CA,63,24,0,4
2014,0,2186988,General Commercial,NY,117,24,0,5
2021,0,872970,Manufacturing,NJ,259,23,0,NA
2022,0,4139271,General Commercial,OH,954,27,1,NA
2019,0,1255359,Financial Services,CA,409,34,0,4
2015,1,450336,General Commercial,NY,44,30,0,2
2022,0,1050619,General Commercial,CA,77,17,0,2
2020,0,405283,General Commercial,NY,62,20,0,NA
2019,60,1781819,Manufacturing,CA,98,38,0,4
2014,0,162201,Manufacturing,NJ,14,86,0,5
2016,0,1151563,General Commercial,IL,137,22,0,NA
2019,0,779398,Financial Services,CA,71,21,0,NA
2022,0,914898,General Commercial,TX,58,22,0,4
2024,0,703258,Financial Services,PA,93,16,0,5
2019,0,989013,General Commercial,FL,147,23,0,NA
2013,0,1794953,General Commercial,CA,86,24,0,5
2022,0,627975,Oil/Gas,FL,32,30,0,NA
2023,0,1490961,Manufacturing,PA,58,53,0,2
2017,0,199096,Manufacturing,NC,35,72,0,2
2023,0,1863860,Manufacturing,NJ,324,35,0,5
2018,0,813884,General Commercial,WA,45,21,0,3
2019,0,272683,General Commercial,CA,13,16,0,NA
2017,0,571945,General Commercial,IL,39,17,0,1
2021,1,1108690,Manufacturing,PA,78,22,0,3
2024,0,2010596,General Commercial,FL,59,27,0,3
2017,0,1304011,Financial Services,GA,245,16,0,3
2023,0,972069,Financial Services,CA,74,17,0,5
2017,0,927766,Manufacturing,CA,574,21,0,NA
2013,0,482982,Financial Services,PA,25,18,0,NA
2022,0,328329,General Commercial,CA,13,31,0,3
2024,0,2521865,Manufacturing,CA,527,51,1,3
2021,0,819104,General Commercial,IL,74,21,0,3
2017,0,861491,General Commercial,FL,62,19,0,5
2013,0,838009,Financial Services,VA,73,23,0,NA
2023,0,777467,General Commercial,CA,28,43,0,1
2016,0,2420444,Manufacturing,IL,163,24,0,2
2021,0,417258,General Commercial,CA,47,21,0,2
2021,0,1391419,Financial Services,CA,131,47,0,3
2017,0,200503,General Commercial,OH,45,64,0,3
2020,0,2386611,General Commercial,WA,1005,16,0,1
2017,0,575750,Manufacturing,VA,245,19,0,4
2017,0,3083593,Manufacturing,NY,240,26,1,1
2024,0,1424197,Manufacturing,WA,395,36,0,2
2018,1,2306700,Financial Services,MI,498,32,0,3
2020,0,1280911,General Commercial,NY,253,16,0,5
2016,0,5613006,General Commercial,TX,530,20,1,2
2015,0,992347,Manufacturing,TX,81,32,0,4
2015,0,901400,Financial Services,NY,74,16,0,3
2021,0,405515,Manufacturing,TX,75,39,0,NA
2017,0,1946800,Oil/Gas,TX,375,36,0,NA
2016,0,1321897,General Commercial,TX,61,16,0,5
2020,0,515876,Manufacturing,CA,115,65,0,3
2016,0,488843,Manufacturing,CA,20,63,0,NA
2020,0,424887,Manufacturing,GA,38,20,0,NA
2021,0,1802524,Financial Services,TX,449,24,0,3
2019,0,1062423,General Commercial,NY,89,16,0,NA
2023,0,5812449,General Commercial,WA,467,16,1,NA
2017,0,591365,General Commercial,IL,40,48,0,2
2023,0,771411,General Commercial,GA,77,29,0,NA
2020,0,401269,Manufacturing,PA,42,27,0,3
2022,0,1104199,Manufacturing,NC,104,45,0,4
2018,0,1313185,Manufacturing,FL,139,68,0,2
2020,0,1064885,Manufacturing,TX,74,30,0,3
2021,0,2105471,Manufacturing,PA,926,30,0,NA
